Id,Modulo,Nodo,Punto,Especie,Genero,Epiteto,Sexo,Edad,Est Reprod,LP,LO,LCO,LCU,LT,LV,Peso (g),Fecha,Obs
73,0,61,A1,Liomys irroratus,Liomys ,irroratus,M,Ad,TE,19.4,15.1,48,98,146,40,56,3/24/2022,Cola mocha
74,0,61,A2,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20.5,16.5,92,62,154,37.7,21,3/24/2022,Morfo café-amarillo
75,0,61,D2,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,20.7,16.7,91,79,170,38.7,25,3/24/2022,Morfo amarillo
69,0,61,A2,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,38,3/25/2022,"Recaptura, morfo café-amarillo"
76,0,61,A4,Liomys irroratus,Liomys ,irroratus,H,Ad,SA,28.1,14.8,121,94,215,,42,3/25/2022,Garrapatas rojas pequeñas en el pelaje
77,0,61,B2,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20.2,15.6,90,85,175,33.3,17,3/25/2022,Morfo gris
70,0,61,B4,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,3/25/2022,Recaptura
78,0,61,D2, Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.3,15.2,42,82,124,37.8,25,3/25/2022,Morfo amarillo
79,1,62,C6,Peromyscus sp.,Peromyscus,morfo 1,M,,,18.9,18.1,76,58,134,29.7,11,28/04/22,Morfo gris
80,1,62,C1,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.1,15.1,94,70,164,38.7,20,28/04/22,"Sin parasitos, morfo gris, flancos amarillos"
81,1,62,C2,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,18.6,15.1,94,62,156,34.7,16,28/04/22,"Morfo gris con flancos amarillos, sin parasitos"
82,1,62,C8,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.3,12.7,91,61,152,31.4,26,28/04/22,"Morfo gris, flancos amarillos, sin parasitos"
83,1,62,C11,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,19.3,18.4,94,69,163,36.8,20,28/04/22,"Mamas desarrolladas, morfo café amarillo"
84,1,62,C12,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.2,17.5,103,72,175,35,20,28/04/22,"Morfo café amarillo, sin parasitos"
85,1,62,D2,Peromyscus sp.,Peromyscus,,M,Juv,TI,19.7,16.4,86,67,153,37.5,20,28/04/22,"Morfo gris con café, sin parasitos"
86,1,62,D3,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20.9,16.7,100,85,185,36.2,27,28/04/22,"Morfo café amarillo, sin parasitos"
87,1,62,D5,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SA;MD,20.3,14.1,100,82,182,29.6,24,28/04/22,"Mamas desarrolladas, morfo café amarillo, presencia de parasitos"
88,1,62,B3,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.1,13.1,82,62,144,33.2,14,28/04/22,"Morfo gris amarillo, revisar SIN FOTO"
89,1,62,B4,Peromyscus sp.,Peromyscus,morfo 3,H,Ad,MD,20.5,16.4,95,75,170,36.12,22,28/04/22,"Morfo café amarillo?, tonalidades marrón oscuro, revisar especie. Con parasitos"
90,1,62,B7,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,18.9,14.4,91,57,148,31,13,28/04/22,"Morfo gris, sin parasitos (revisar cambio de coloración de juveniles a adultos)"
91,1,62,A1,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20.4,14.2,85,68,153,32.2,17,28/04/22,"Morfo gris, flanco amarillo sin parasito"
92,1,62,A2,Liomys irroratus,Liomys ,irroratus,M,Ad,TI,30.2,12.7,125,117,242,34.5,44,28/04/22,"Faltó cortar cola, escapó"
93,1,62,A3,Peromyscus sp.,Peromyscus,morfo 3,H,,,19.2,15.5,96,74,170,32.1,17,28/04/22,"Morfo amarillo café, presencia de tonalidades marrones, cola bicoloreada, sin parasitos"
,1,62,,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,,,,0,,,,28/04/22,"Morfo amarillo, liberada por tener cría en la trampa"
94,1,62,A9,Liomys irroratus,Liomys ,irroratus,H,Ad,,28.3,14.7,126,94,220,41.2,49,28/04/22,
95,1,62,A10,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,17.7,17.6,106,74,180,34.9,22,28/04/22,"Morfo amarillo, patas y manos muy blancas, posible maniculatus"
96,1,62,A11,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.1,15.9,92,67,159,32.1,17,28/04/22,"Morfo gris, flancos amarillos"
,1,62,D1,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,,,,0,,,24,29/04/22,"Morfo amarillo café, muesca en oreja derecha. Escapó"
97,1,62,D2,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19.8,11.7,92,72,164,37.1,19,29/04/22,"Morfo gris, manchas amarillas en los flancos, posible coloración en juveniles"
98,1,62,D4,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,MD,19.9,14.4,97,80,177,34.1,22,29/04/22,Morfo amarillo-café
99,1,62,D9,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,18.9,13.8,110,65,175,37.3,19,29/04/22,Morfo amarillo café
100,1,62,C2,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,17.7,16.6,84,67,151,32.9,14,29/04/22,Morfo gris con flancos amarillos
85,1,62,D3,Peromyscus sp.,,,,,,,,,0,,,,,Recaptura
83,1,62,C11,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,,Recaptura
91,1,62,A1,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,,Recaptura
101,1,62,C3,Peromyscus sp.,Peromyscus,morfo 1,H,Cria,SC,20.2,14.6,80,61,141,27.5,11,29/04/22,Morfo gris
102,1,62,C4,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.9,16.2,110,75,185,39.8,23,29/04/22,Morfo café amarillo
103,1,62,C6,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19,15.7,110,68,178,38.6,17,29/04/22,"Morfo café amarillo, sin parasitos"
104,1,62,C7,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.6,18.1,110,85,195,33.4,17,29/04/22,"Morfo café amarillo, sin parasitos"
105,1,62,C8,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.7,16,100,75,175,39.2,20,29/04/22,"Morfo amarillo café, sin parasitos"
106,1,62,C10,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.8,16.4,,0,,39.1,21,29/04/22,"Morfo amarillo café, sin parasitos, sin corte en cola por la longitud de esta"
107,1,62,C13,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20,17.4,110,85,195,39.6,19,29/04/22,Morfo amarillo café
108,1,62,A12,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19.6,16.1,105,65,170,36.8,17,29/04/22,"Morfo gris, flancos amarillos, sin parasitos"
109,1,62,A13,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,MD,19.9,16.3,115,65,180,34.1,20,29/04/22,Morfo amarillo café
110,1,62,B3,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20,15.6,105,75,180,37.3,16,29/04/22,"Morfo gris, flancos amarillos, parasito en oreja, sin corte de cola"
111,1,62,B10,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19.8,15.6,93,63,156,36.8,18,29/04/22,"Morfo gris, flancos amarillo"
91,1,62,A1,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,30/04/22,Recaptura
112,1,62,A7,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,21.5,15.5,95,75,170,38.8,22,30/04/22,Morfo amarillo café
90,1,62,A8,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,30/04/22,Recaptura
113,1,62,A9,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,18.3,15,96,75,171,31.1,15,30/04/22,Morfo gris
95,1,62,A10,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,30/04/22,Recaptura
114,1,62,A12,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.7,15.3,120,77,197,38.7,20,30/04/22,Morfo amarillo café
115,1,62,B10,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.6,14.7,80,65,145,32.9,14,30/04/22,Morfo gris flancos amarillos
116,1,62,B4,Peromyscus sp.,Peromyscus,morfo 1,H,Cria,SC,19.6,14.2,70,65,135,32.4,10,30/04/22,Morfo gris
117,1,62,B7,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SA,18.7,14.9,111,78,189,34.4,20,30/04/22,Morfo amarillo café
118,1,62,B10,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.7,15.7,100,62,162,37.7,14,30/04/22,Morfo gris flancos amarillos
119,1,62,B12,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.6,16.5,106,65,171,36.9,18,30/04/22,Morfo amarillo café
80,1,62,C1,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,30/04/22,Recaptura
86,1,62,C2,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,30/04/22,Recaptura
120,1,62,C7,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.3,17.2,95,67,162,36.2,15,30/04/22,Morfo gris flancos amarillos
121,1,62,C8,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,18.8,16.3,92,65,157,38.1,14,30/04/22,"Morfo gris, flancos amarillos"
,1,62,,,,,,,,,,,,0,,25,30/04/22,Escapó al revisarlo
84,1,62,C12,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,30/04/22,Recaptura
122,1,62,C13,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TI,19.6,17.9,112,70,182,37.9,18,30/04/22,Morfo amarillo café
85,1,62,D3,Peromyscus sp.,,,,,,,,,,0,,,30/04/22,Recaptura
98,1,62,D4,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,30/04/22,Recaptura
85?,1,62,D5,,,,,,,,,,,0,,,30/04/22,Recaptura
123,1,62,D?,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.6,17.3,81,58,139,32.8,13,30/04/22,Morfo gris
124,0,61,A2,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,18.8,16.1,100,85,185,39.3,25,3/5/2022,Morfo amarillo café
125,0,61,A3,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.3,14.6,93,66,159,35.7,20,3/5/2022,Morfo amarillo café
126,0,61,A8,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,20.8,15.2,95,80,175,39.4,34,3/5/2022,Morfo amarillo café
127,0,61,A13,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.9,15.4,90,79,169,37.6,22,3/5/2022,"Morfo amarillo café, no se corto el tejido de la cola"
77,0,61,B5,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,3/5/2022,Recaptura
70,0,61,B8,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,3/5/2022,Recaptura
,0,61,B11,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,,,,0,,,29,3/5/2022,"Morfo amarillo, con tonalidades naranjas. Tonos naranjas en cachetes, cuello y flancos. La base del pelo en el vientre es oscura y la punta es colos crema/amarillo. Escapó"
128,0,61,C2,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20.4,15.4,92,83,175,35.7,18,3/5/2022,"Morfo gris, flancos amarillos"
75,0,61,C3,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,3/5/2022,Recaptura
129,0,61,C5,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19.9,14.8,95,77,172,34,19,3/5/2022,Morfo gris con flancos amarillos
130,0,61,C6,Reitrodonthomys fulvescens,Reithrodontomys,fulvescens,H,Juv,SC,16.6,12,92,55,147,23.5,9,3/5/2022,
131,0,61,C7,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,18.8,14.3,91,70,161,34.5,19,3/5/2022,Morfo gris amarillo
132,0,61,C9,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20.6,16.2,90,85,175,42,23,3/5/2022,Morfo amarillo café
73,0,61,D4,Liomys irroratus,Liomys ,irroratus,,,,,,,0,,,,3/5/2022,"Recaptura, cola mocha, se cayó el arete pero por caracteres físicas se identificó"
133,0,61,D5,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.4,16.5,94,95,189,41.3,24,3/5/2022,Morfo amarillo café
134,0,61,A3,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,17.1,15.4,88,80,168,35,15,4/5/2022,"Morfo gris, flancos amarillos"
129,0,61,A4,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,4/5/2022,Recaptura
135,0,61,A5,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20,15.5,70,74,144,33,20,4/5/2022,Morfo amarillo café
136,0,61,A6,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.7,15,96,74,170,38.8,24,4/5/2022,Morfo amarillo café. Flancos con tonalidades naranjas
76,0,61,A7,Liomys irroratus,Liomys ,irroratus,,,,,,,0,,,,4/5/2022,Recaptura
126,0,61,A8,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,0,,,,4/5/2022,Recaptura
137,0,61,A9,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,21.8,16.5,55,68,123,39.9,20,4/5/2022,"Morfo amarillo café. Agüjero en oreja derecha, zona izquierda. Sin muestra de pelo y tejido"
138,0,61,A13,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Lactante,20.9,15.4,95,75,170,38.3,25,4/5/2022,"Morfo amarillo café, flancos naranjas. Dos pares de mamas"
77,0,61,B5,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,4/5/2022,Recaptura
139,0,61,B6,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,18.9,16,90,73,163,41,28,4/5/2022,"Morfo amarillo café, dos pares de mamas"
140,0,61,B11,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Lactante,20.9,16.2,105,87,192,37.3,30,4/5/2022,"Morfo amarillo café, flancos naranjas, en laterales del rostro y cuello. Tres pares de mamas. Coloración naranja crema en el vientre, cola marcadamente bicoloreada"
141,0,61,C2,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,22,15.2,92,82,174,35.8,25,4/5/2022,"Morfo amarillo café, oreja derecha tiene un agüjero"
142,0,61,C10,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,19.1,14.2,90,65,155,30,18,4/5/2022,Morfo amarillo café
143,0,61,D4,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20,17,81,67,148,33,19,4/5/2022,"Morfo gris, flancos amarillos"
144,0,61,D5,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,21.5,15.3,106,82,188,37.3,26,4/5/2022,Morfo amarillo café
146,0,61,D11,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,19.8,16.6,89,75,164,34.7,16,4/5/2022,"Morfo gris, flancos amarillos, revisar cambio de coloración en pelaje de juveniles"
128,0,61,A5,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
136,0,61,A6,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
126,0,61,A8,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
138,0,61,A13,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
139,0,61,B6,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
70,0,61,B7,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
140,0,61,B12,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
141,0,61,C2,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
75,0,61,C3,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,,,,5/5/2022,Recaptura
147,0,61,C10,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Preñada,20.8,16.2,99,88,187,36,29,5/5/2022,"Morfo amarillo café, dos pares de mamas, almohadillas desarrolladas"
148,0,61,D1,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,Lactante,19.6,15.8,94,82,176,37.1,21,5/5/2022,"Morfo amarillo café, dos pares de mamas"
73,0,61,D2,Liomys irroratus,Liomys ,irroratus,,,,,,,,0,,,5/5/2022,Cola mocha
,0,61,D4,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,25,5/5/2022,"Morfo amarillo café, escapó"
149,0,61,D5,Peromyscus sp.,Peromyscus,morfo 1,0,Ad,TE,21,15.3,95,75,170,34.7,24,5/5/2022,Morfo amarillo café
144,0,61,D6,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,5/5/2022,
150,0,61,D8,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20.5,14.8,89,68,157,30,18,5/5/2022,"Morfo gris, flancos amarillos, posible juvenil, revisar cambios de pelaje de juv a Ad"
151,0,61,D9,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,19.6,18.4,95,85,180,39.8,20,5/5/2022,Morfo amarillo café
152,1,65,A5,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SA,21.1,16.3,90,78,168,40,21,6/1/2022,Morfo café amarillo
153,1,65,B1,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TI,20.7,15.7,107,80,187,36.1,24,6/1/2022,Morfo café amarillo
154,1,65,B2,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,21.5,16.4,98,75,173,39.13,19,6/1/2022,Morfo café amarillo
155,1,65,B4,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,21.7,16,105,74,179,35.8,16,6/1/2022,"Morfo café amarillo, con presencia de flancos naranjas"
156,1,65,B5,Reithrodontomys fulvescens,Reithrodontomys,fulvescens,M,Ad,TE,18.3,10.6,110,55,165,35.2,12,6/1/2022,
157,1,65,B6,Peromyscus sp.,Peromyscus,morfo 1,H,Ad,SC,20.4,15.6,97,76,173,35.2,19,6/1/2022,Morfo café amarillo
158,1,65,B11,Peromyscus sp.,Peromyscus,morfo 2,H,Ad,Preñada,20.5,18.3,115,75,190,35.1,22,6/1/2022,Morfo amarillo café con flancos naranjas. Cola parcialmente coloreada. Muerto en campo
159,1,65,B12,Peromyscus sp.,Peromyscus,morfo 2,M,Ad,TI,20.1,18.4,106,75,181,37.8,20,6/1/2022,Morfo café amarillo con flancos naranjas
160,1,65,C2,Peromyscus sp.,Peromyscus,morfo 1,H,,,19.9,15.7,78,77,155,36.2,25,6/1/2022,"Cola mocha, morfo café amarillo"
161,1,65,C6,Peromyscus sp.,Peromyscus,morfo 3,M,Ad,TI,21.8,15.9,95,80,175,37.8,20,6/1/2022,Coloración marrón oscura; vientre con base oscura y blanco/crema en punta; flancos ocre/naranja. Revisar maniculatus pero es muy oscuro. Cola marcadamente bicoloreada. Temporada reproductiva iniciando pues machos presentaban testiculos parcialmente escrotados
162,1,65,C7,Peromyscus sp.,Peromyscus,morfo 3,M,Ad,TI,20.5,16.1,92,75,167,38.2,21,6/1/2022,"Coloración igual al ID 161. Cola rota; Cambio de coloración muy marcada entre dorso y vientre; Vientre crema, dorso marrón con tonalidades ocre/naranja"
163,1,65,C8,Liomys irroratus,Liomys ,irroratus,H,Ad,,28.8,12.5,127,105,232,34,42,6/1/2022,
164,1,65,D1,Peromyscus sp.,Peromyscus,morfo 1,M,Ad,TE,20.7,18,117,75,192,37.5,19,6/1/2022,Presenta perdida de visión en ojo izquierdo. Muesca en oreja izquierda. Morfo café amarillo
165,1,65,D4,Peromyscus sp.,Peromyscus,morfo 3,M,Ad,TI,20.4,17.1,110,76,186,36.1,20,6/1/2022,"Coloración similar al ID 161, con tonos café / pardo"
166,1,65,D6,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,20.3,17.9,100,69,169,33.9,18,6/1/2022,Morfo amarillo café. Presencia de pulgas
167,1,65,D12,Liomys irroratus,Liomys ,irroratus,H,Ad,,30.9,13.2,132,115,247,32.8,44,6/1/2022,Revisar sexado. Presencia de garrapata
160,1,65,A1,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,6/2/2022,Recaptura
168,1,65,A6,Peromyscus sp.,Peromyscus,morfo 1,H,Sad,SC,20.4,16.7,102,60,162,32.6,17,6/2/2022,Morfo café amarillo
169,1,65,A12,Liomys irroratus,Liomys ,irroratus,H,Ad,,27.7,11.6,131,102,233,39.8,56,6/2/2022,Revisar sexo; presencia de garrapatas
154,1,65,B2,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,6/2/2022,Recaptura
170,1,65,B5,Sigmodon hispidus,Sigmodon,hispidus,H,Ad,MD,26.9,16.2,100,132,232,31.8,81,6/2/2022,
157,1,65,B6,Peromyscus sp.,Peromyscus,morfo 1,,,,,,,,0,,,6/2/2022,Recaptura
171,1,65,B7,Peromyscus sp.,Peromyscus,morfo 3,M,Juv,TI,21.3,17.5,95,82,177,36.2,22,6/2/2022,"Morfo café, como el ID 161, cola no bicoloreada. Testiculos parcialmente escrotados"
172,1,65,B9,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,21.5,15.8,95,75,170,35.8,20,6/2/2022,Morfo café amarillo. Presencia de pulgas
173,1,65,B11,Peromyscus sp.,Peromyscus,morfo 3,M,Ad,TE,19.4,16.6,100,72,172,34.9,21,6/2/2022,"Morfo café amarillo, coloración del pelo marrón como la del ID 161"
174,1,65,C1,Peromyscus sp.,Peromyscus,morfo 1,H,Juv,SC,21.2,17.3,105,73,178,36.2,22,6/2/2022,Morfo café amarillo
175,1,65,C4,Peromyscus sp.,Peromyscus,morfo 1,M,Juv,TI,20,13.8,93,70,163,37.3,19,6/2/2022,Morfo café amarillo
161,1,65,C5,Peromyscus sp.,Peromyscus,morfo 3,,,,,,,,0,,,6/2/2022,Recaptura
163,1,65,C7,Liomys irroratus,Liomys ,irroratus,,,,,,,,0,,,6/2/2022,Recaptura
176,1,65,C8,Peromyscus sp.,Peromyscus,morfo 3,H,Juv,SC,20.3,16.8,99,72,171,35.3,21,6/2/2022,"Morfo café amarillo, coloración marrón, como ID 161"
NA,1,65,C9,Peromyscus sp.,,,,,,,,,,0,,,6/2/2022,Escapó
177,1,65,C11,Peromyscus sp.,Peromyscus,morfo 3,M,Juv,TI,19.4,15.7,100,74,174,33.3,19,6/2/2022,"Morfo café marrón, como ID 161, coloración naranja en mejillas, cuello y flancos. Morfo muy similar al colectado en Estanzuela"
178,1,65,C12,Peromyscus sp.,Peromyscus,morfo 2,H,Sad,SC,19.5,15.6,104,65,169,33.6,16,6/2/2022,"Morfo café amarillo, coloración naranja en cuello, mejillas y flancos. Cola bicoloreada. Presencia de pulgas"
